transaction_id,spend_description,vendor,source_type,predicted_L1,predicted_L2,predicted_L3,predicted_L4,predicted_full_path,confidence,final_score,margin,decision_mode,actual_L1,actual_L2,actual_L3,actual_L4,actual_full_path,validation_status,reviewer_comment,final_ground_truth_L1,final_ground_truth_L2,final_ground_truth_L3,final_ground_truth_L4,final_full_path
93,"South Pole Group – TCFD sustainability reporting advisory, annual",South Pole Group,Service contract / PO,Professional Services,Management Consulting,Sustainability,Sustainability & ESG Advisory,Professional Services > Management Consulting > Sustainability > Sustainability & ESG Advisory,LOW,0.355,0.0174,HUMAN_REVIEW,Professional Services,Management Consulting,Sustainability,Sustainability & ESG Advisory,Professional Services > Management Consulting > Sustainability > Sustainability & ESG Advisory,APPROVED,Domain validation: confirmed Sustainability & ESG Advisory correctly matches spend description.,Professional Services,Management Consulting,Sustainability,Sustainability & ESG Advisory,Professional Services > Management Consulting > Sustainability > Sustainability & ESG Advisory
94,"Vistra – company secretarial services, annual filings",Vistra,Vendor invoice / PO,Professional Services,Finance & Accounting,Company Secretarial,Company Secretarial Services,Professional Services > Finance & Accounting > Company Secretarial > Company Secretarial Services,HIGH,0.5242,0.2667,HYBRID_RERANKING,Professional Services,Finance & Accounting,Company Secretarial,Company Secretarial Services,Professional Services > Finance & Accounting > Company Secretarial > Company Secretarial Services,APPROVED,Domain validation: confirmed Company Secretarial Services correctly matches spend description.,Professional Services,Finance & Accounting,Company Secretarial,Company Secretarial Services,Professional Services > Finance & Accounting > Company Secretarial > Company Secretarial Services
95,"Ipsos Mori – customer satisfaction tracker, quarterly",Ipsos Mori,Service contract / PO,Marketing & Communications,Market Intelligence,Research & Insight,Customer Insight Research,Marketing & Communications > Market Intelligence > Research & Insight > Customer Insight Research,MEDIUM,0.2853,0.0737,HYBRID_RERANKING,Marketing & Communications,Market Intelligence,Research & Insight,Customer Insight Research,Marketing & Communications > Market Intelligence > Research & Insight > Customer Insight Research,APPROVED,Domain validation: confirmed Customer Insight Research correctly matches spend description.,Marketing & Communications,Market Intelligence,Research & Insight,Customer Insight Research,Marketing & Communications > Market Intelligence > Research & Insight > Customer Insight Research
96,ThoughtWorks – data strategy roadmap + BI implementation,ThoughtWorks,Works order / Agreement,Professional Services,Research & Analytics,Data & Analytics Advisory,Data Strategy Advisory,Professional Services > Research & Analytics > Data & Analytics Advisory > Data Strategy Advisory,HIGH,0.3774,0.0503,HYBRID_RERANKING,Professional Services,Research & Analytics,Data & Analytics Advisory,Data Strategy Advisory,Professional Services > Research & Analytics > Data & Analytics Advisory > Data Strategy Advisory,APPROVED,Domain validation: confirmed Data Strategy Advisory correctly matches spend description.,Professional Services,Research & Analytics,Data & Analytics Advisory,Data Strategy Advisory,Professional Services > Research & Analytics > Data & Analytics Advisory > Data Strategy Advisory
97,"McKinsey Operations – lean manufacturing, value stream mapping",McKinsey & Company,Vendor invoice / PO,Professional Services,Management Consulting,Operations,Lean & Continuous Improvement,Professional Services > Management Consulting > Operations > Lean & Continuous Improvement,HIGH,0.4486,0.1936,DETERMINISTIC_RULE,Professional Services,Management Consulting,Operations,Lean & Continuous Improvement,Professional Services > Management Consulting > Operations > Lean & Continuous Improvement,APPROVED,Domain validation: confirmed Lean & Continuous Improvement correctly matches spend description.,Professional Services,Management Consulting,Operations,Lean & Continuous Improvement,Professional Services > Management Consulting > Operations > Lean & Continuous Improvement
98,"DLA Piper – GDPR data breach response, ICO liaison",DLA Piper,Service contract / PO,Professional Services,Legal Services,Regulatory & Compliance,Data Protection & GDPR Advisory,Professional Services > Legal Services > Regulatory & Compliance > Data Protection & GDPR Advisory,MEDIUM,0.3518,0.0385,HYBRID_RERANKING,Professional Services,Legal Services,Regulatory & Compliance,Data Protection & GDPR Advisory,Professional Services > Legal Services > Regulatory & Compliance > Data Protection & GDPR Advisory,APPROVED,Domain validation: confirmed Data Protection & GDPR Advisory correctly matches spend description.,Professional Services,Legal Services,Regulatory & Compliance,Data Protection & GDPR Advisory,Professional Services > Legal Services > Regulatory & Compliance > Data Protection & GDPR Advisory
99,"Roland Berger – post-merger integration programme, 18-month PMO",Roland Berger,Works order / Agreement,Marketing & Communications,Creative & Design,Production,Print & Collateral Production,Marketing & Communications > Creative & Design > Production > Print & Collateral Production,LOW,0.2001,0.0016,HUMAN_REVIEW,Professional Services,Management Consulting,Change Management,Programme & Project Management,Professional Services > Management Consulting > Change Management > Programme & Project Management,CORRECTED,"Roland Berger post-merger integration PMO is programme & project management consulting, not print production.",Professional Services,Management Consulting,Change Management,Programme & Project Management,Professional Services > Management Consulting > Change Management > Programme & Project Management
100,"Accenture – digital commerce transformation, advisory + build + run",Accenture,Programme agreement,IT & Technology,IT Services,Consulting & Advisory,Digital Transformation Advisory,IT & Technology > IT Services > Consulting & Advisory > Digital Transformation Advisory,HIGH,0.4982,0.1775,HYBRID_RERANKING,IT & Technology,IT Services,Consulting & Advisory,Digital Transformation Advisory,IT & Technology > IT Services > Consulting & Advisory > Digital Transformation Advisory,APPROVED,Domain validation: confirmed Digital Transformation Advisory correctly matches spend description.,IT & Technology,IT Services,Consulting & Advisory,Digital Transformation Advisory,IT & Technology > IT Services > Consulting & Advisory > Digital Transformation Advisory
101,"KPMG – transfer pricing documentation, OECD BEPS, global",KPMG,Works order / Agreement,Professional Services,Finance & Accounting,Tax Advisory,Transfer Pricing,Professional Services > Finance & Accounting > Tax Advisory > Transfer Pricing,HIGH,0.4429,0.2201,DETERMINISTIC_RULE,Professional Services,Finance & Accounting,Tax Advisory,Transfer Pricing,Professional Services > Finance & Accounting > Tax Advisory > Transfer Pricing,APPROVED,Domain validation: confirmed Transfer Pricing correctly matches spend description.,Professional Services,Finance & Accounting,Tax Advisory,Transfer Pricing,Professional Services > Finance & Accounting > Tax Advisory > Transfer Pricing
102,Mercer – defined benefit pension triennial actuarial valuation,Mercer,Works order / Agreement,Professional Services,Finance & Accounting,Actuarial,Actuarial Valuations,Professional Services > Finance & Accounting > Actuarial > Actuarial Valuations,MEDIUM,0.3383,0.1342,HYBRID_RERANKING,Professional Services,Finance & Accounting,Actuarial,Actuarial Valuations,Professional Services > Finance & Accounting > Actuarial > Actuarial Valuations,APPROVED,Domain validation: confirmed Actuarial Valuations correctly matches spend description.,Professional Services,Finance & Accounting,Actuarial,Actuarial Valuations,Professional Services > Finance & Accounting > Actuarial > Actuarial Valuations
103,"ITV – 30-second TV advertising, Christmas campaign",ITV,Vendor invoice / PO,Marketing & Communications,Advertising,Broadcast Media,TV Advertising,Marketing & Communications > Advertising > Broadcast Media > TV Advertising,HIGH,0.3984,0.0976,HYBRID_RERANKING,Marketing & Communications,Advertising,Broadcast Media,TV Advertising,Marketing & Communications > Advertising > Broadcast Media > TV Advertising,APPROVED,Domain validation: confirmed TV Advertising correctly matches spend description.,Marketing & Communications,Advertising,Broadcast Media,TV Advertising,Marketing & Communications > Advertising > Broadcast Media > TV Advertising
104,"Google Ads – search + shopping, annual digital spend",Google,Vendor invoice / PO,Marketing & Communications,Advertising,Digital Media,Paid Search & PPC,Marketing & Communications > Advertising > Digital Media > Paid Search & PPC,HIGH,0.4067,0.104,HYBRID_RERANKING,Marketing & Communications,Advertising,Digital Media,Paid Search & PPC,Marketing & Communications > Advertising > Digital Media > Paid Search & PPC,APPROVED,Domain validation: confirmed Paid Search & PPC correctly matches spend description.,Marketing & Communications,Advertising,Digital Media,Paid Search & PPC,Marketing & Communications > Advertising > Digital Media > Paid Search & PPC
105,"Edelman – PR agency retainer, monthly, 12-month contract",Edelman PR,Vendor invoice / PO,Marketing & Communications,PR & Communications,Public Relations,PR Agency Retainers,Marketing & Communications > PR & Communications > Public Relations > PR Agency Retainers,HIGH,0.3728,0.1343,HYBRID_RERANKING,Marketing & Communications,PR & Communications,Public Relations,PR Agency Retainers,Marketing & Communications > PR & Communications > Public Relations > PR Agency Retainers,APPROVED,Domain validation: confirmed PR Agency Retainers correctly matches spend description.,Marketing & Communications,PR & Communications,Public Relations,PR Agency Retainers,Marketing & Communications > PR & Communications > Public Relations > PR Agency Retainers
106,"Rankin Studio – product photography, summer range",Rankin Studio,Vendor invoice / PO,Marketing & Communications,Creative & Design,Production,Photography & Video Production,Marketing & Communications > Creative & Design > Production > Photography & Video Production,MEDIUM,0.2871,0.0906,HYBRID_RERANKING,Marketing & Communications,Creative & Design,Production,Photography & Video Production,Marketing & Communications > Creative & Design > Production > Photography & Video Production,APPROVED,Domain validation: confirmed Photography & Video Production correctly matches spend description.,Marketing & Communications,Creative & Design,Production,Photography & Video Production,Marketing & Communications > Creative & Design > Production > Photography & Video Production
107,"Pearlfisher – packaging design, new product range",Pearlfisher,Vendor invoice / PO,Marketing & Communications,Creative & Design,Brand & Identity,Packaging Design,Marketing & Communications > Creative & Design > Brand & Identity > Packaging Design,HIGH,0.3865,0.1732,HYBRID_RERANKING,Marketing & Communications,Creative & Design,Brand & Identity,Packaging Design,Marketing & Communications > Creative & Design > Brand & Identity > Packaging Design,APPROVED,Domain validation: confirmed Packaging Design correctly matches spend description.,Marketing & Communications,Creative & Design,Brand & Identity,Packaging Design,Marketing & Communications > Creative & Design > Brand & Identity > Packaging Design
108,"DS Smith – POS display materials, Q4 seasonal refresh, 400 stores",DS Smith,Service contract / PO,HR & Workforce,Workwear & PPE,Workwear,Uniforms & Branded Clothing,HR & Workforce > Workwear & PPE > Workwear > Uniforms & Branded Clothing,LOW,0.2038,0.0019,HUMAN_REVIEW,Marketing & Communications,Creative & Design,Production,Print & Collateral Production,Marketing & Communications > Creative & Design > Production > Print & Collateral Production,CORRECTED,"DS Smith POS retail display materials is Print & Collateral Production, not workwear uniforms.",Marketing & Communications,Creative & Design,Production,Print & Collateral Production,Marketing & Communications > Creative & Design > Production > Print & Collateral Production
109,"Whalar – TikTok influencer campaign, beauty category",Whalar / TikTok,Service contract / PO,Marketing & Communications,Digital Marketing,Influencer & Social,Influencer Marketing,Marketing & Communications > Digital Marketing > Influencer & Social > Influencer Marketing,MEDIUM,0.3206,0.0532,HYBRID_RERANKING,Marketing & Communications,Digital Marketing,Influencer & Social,Influencer Marketing,Marketing & Communications > Digital Marketing > Influencer & Social > Influencer Marketing,APPROVED,Domain validation: confirmed Influencer Marketing correctly matches spend description.,Marketing & Communications,Digital Marketing,Influencer & Social,Influencer Marketing,Marketing & Communications > Digital Marketing > Influencer & Social > Influencer Marketing
110,Salesforce Marketing Cloud – annual SaaS + implementation,Salesforce,Service contract / PO,Marketing & Communications,Marketing Technology,MarTech Platforms,Marketing Cloud Platforms,Marketing & Communications > Marketing Technology > MarTech Platforms > Marketing Cloud Platforms,HIGH,0.4528,-0.0079,DETERMINISTIC_RULE,Marketing & Communications,Marketing Technology,MarTech Platforms,Marketing Cloud Platforms,Marketing & Communications > Marketing Technology > MarTech Platforms > Marketing Cloud Platforms,APPROVED,Domain validation: confirmed Marketing Cloud Platforms correctly matches spend description.,Marketing & Communications,Marketing Technology,MarTech Platforms,Marketing Cloud Platforms,Marketing & Communications > Marketing Technology > MarTech Platforms > Marketing Cloud Platforms
111,"Clear Channel – 6-sheet OOH poster sites, 200 locations, 4 weeks",Clear Channel,Service contract / PO,Marketing & Communications,Advertising,Out-of-Home,Billboard & Poster Advertising,Marketing & Communications > Advertising > Out-of-Home > Billboard & Poster Advertising,MEDIUM,0.3369,0.029,HYBRID_RERANKING,Marketing & Communications,Advertising,Out-of-Home,Billboard & Poster Advertising,Marketing & Communications > Advertising > Out-of-Home > Billboard & Poster Advertising,APPROVED,Domain validation: confirmed Billboard & Poster Advertising correctly matches spend description.,Marketing & Communications,Advertising,Out-of-Home,Billboard & Poster Advertising,Marketing & Communications > Advertising > Out-of-Home > Billboard & Poster Advertising
112,"George P. Johnson – client conference, 600 delegates",George P. Johnson,Service contract / PO,Marketing & Communications,Events & Sponsorship,Events,Conference & Event Management,Marketing & Communications > Events & Sponsorship > Events > Conference & Event Management,LOW,0.2606,0.0893,HUMAN_REVIEW,Marketing & Communications,Events & Sponsorship,Events,Conference & Event Management,Marketing & Communications > Events & Sponsorship > Events > Conference & Event Management,APPROVED,Domain validation: confirmed Conference & Event Management correctly matches spend description.,Marketing & Communications,Events & Sponsorship,Events,Conference & Event Management,Marketing & Communications > Events & Sponsorship > Events > Conference & Event Management
113,"Eagle Eye – loyalty platform SaaS, Boots Advantage Card technology",Eagle Eye Solutions,Works order / Agreement,IT & Technology,Cloud & SaaS,SaaS,General SaaS Subscriptions,IT & Technology > Cloud & SaaS > SaaS > General SaaS Subscriptions,MEDIUM,0.3515,0.042,HYBRID_RERANKING,Marketing & Communications,Marketing Technology,MarTech Platforms,Loyalty & Rewards Technology,Marketing & Communications > Marketing Technology > MarTech Platforms > Loyalty & Rewards Technology,CORRECTED,"Eagle Eye loyalty platform SaaS is MarTech Loyalty & Rewards Technology, not General SaaS.",Marketing & Communications,Marketing Technology,MarTech Platforms,Loyalty & Rewards Technology,Marketing & Communications > Marketing Technology > MarTech Platforms > Loyalty & Rewards Technology
114,Wolff Olins – global brand identity refresh and brand guidelines,Wolff Olins,Works order / Agreement,Marketing & Communications,Creative & Design,Brand & Identity,Brand Strategy & Design,Marketing & Communications > Creative & Design > Brand & Identity > Brand Strategy & Design,MEDIUM,0.4154,0.0394,HYBRID_RERANKING,Marketing & Communications,Creative & Design,Brand & Identity,Brand Strategy & Design,Marketing & Communications > Creative & Design > Brand & Identity > Brand Strategy & Design,APPROVED,Domain validation: confirmed Brand Strategy & Design correctly matches spend description.,Marketing & Communications,Creative & Design,Brand & Identity,Brand Strategy & Design,Marketing & Communications > Creative & Design > Brand & Identity > Brand Strategy & Design
115,"WTW – employer brand campaign, digital + OOH",Willis Towers Watson,Works order / Agreement,Marketing & Communications,Advertising,Out-of-Home,Digital OOH,Marketing & Communications > Advertising > Out-of-Home > Digital OOH,HIGH,0.371,0.0989,HYBRID_RERANKING,Marketing & Communications,Advertising,Out-of-Home,Digital OOH,Marketing & Communications > Advertising > Out-of-Home > Digital OOH,APPROVED,Domain validation: confirmed Digital OOH correctly matches spend description.,Marketing & Communications,Advertising,Out-of-Home,Digital OOH,Marketing & Communications > Advertising > Out-of-Home > Digital OOH
116,"Geometry Global – shopper marketing, in-store activation, Tesco/Sainsbury's",Geometry Global,Programme agreement,Facilities & Property,Capital Works,Fit-Out & Refurbishment,Retail Store Fit-Out,Facilities & Property > Capital Works > Fit-Out & Refurbishment > Retail Store Fit-Out,LOW,0.2907,0.0179,HUMAN_REVIEW,Marketing & Communications,Creative & Design,Production,Print & Collateral Production,Marketing & Communications > Creative & Design > Production > Print & Collateral Production,CORRECTED,"Geometry Global shopper marketing in-store activation is retail collateral and marketing production, not fit-out.",Marketing & Communications,Creative & Design,Production,Print & Collateral Production,Marketing & Communications > Creative & Design > Production > Print & Collateral Production
117,"Klaviyo – email marketing platform, annual SaaS",Klaviyo,Vendor invoice / PO,Marketing & Communications,Digital Marketing,Email & CRM,Email Marketing Platforms,Marketing & Communications > Digital Marketing > Email & CRM > Email Marketing Platforms,HIGH,0.4498,0.093,HYBRID_RERANKING,Marketing & Communications,Digital Marketing,Email & CRM,Email Marketing Platforms,Marketing & Communications > Digital Marketing > Email & CRM > Email Marketing Platforms,APPROVED,Domain validation: confirmed Email Marketing Platforms correctly matches spend description.,Marketing & Communications,Digital Marketing,Email & CRM,Email Marketing Platforms,Marketing & Communications > Digital Marketing > Email & CRM > Email Marketing Platforms
118,"Ipsos – brand tracking study, quarterly, 6-country programme",Ipsos,Service contract / PO,Marketing & Communications,Creative & Design,Brand & Identity,Brand Strategy & Design,Marketing & Communications > Creative & Design > Brand & Identity > Brand Strategy & Design,LOW,0.2761,0.0217,HUMAN_REVIEW,Marketing & Communications,Market Intelligence,Research & Insight,Customer Insight Research,Marketing & Communications > Market Intelligence > Research & Insight > Customer Insight Research,CORRECTED,"Ipsos multi-country brand tracking study is Market Intelligence Customer Insight Research, not Brand Strategy.",Marketing & Communications,Market Intelligence,Research & Insight,Customer Insight Research,Marketing & Communications > Market Intelligence > Research & Insight > Customer Insight Research
119,"Premier League – shirt sponsorship rights, annual fee",Premier League,Vendor invoice / PO,Marketing & Communications,Events & Sponsorship,Sponsorship,Sports & Entertainment Sponsorship,Marketing & Communications > Events & Sponsorship > Sponsorship > Sports & Entertainment Sponsorship,MEDIUM,0.318,0.0934,HYBRID_RERANKING,Marketing & Communications,Events & Sponsorship,Sponsorship,Sports & Entertainment Sponsorship,Marketing & Communications > Events & Sponsorship > Sponsorship > Sports & Entertainment Sponsorship,APPROVED,Domain validation: confirmed Sports & Entertainment Sponsorship correctly matches spend description.,Marketing & Communications,Events & Sponsorship,Sponsorship,Sports & Entertainment Sponsorship,Marketing & Communications > Events & Sponsorship > Sponsorship > Sports & Entertainment Sponsorship
120,"Hootsuite Enterprise – social media management platform, annual SaaS",Hootsuite,Service contract / PO,Marketing & Communications,Digital Marketing,Influencer & Social,Social Media Management,Marketing & Communications > Digital Marketing > Influencer & Social > Social Media Management,HIGH,0.4226,0.0787,HYBRID_RERANKING,Marketing & Communications,Digital Marketing,Influencer & Social,Social Media Management,Marketing & Communications > Digital Marketing > Influencer & Social > Social Media Management,APPROVED,Domain validation: confirmed Social Media Management correctly matches spend description.,Marketing & Communications,Digital Marketing,Influencer & Social,Social Media Management,Marketing & Communications > Digital Marketing > Influencer & Social > Social Media Management
121,"NHS comms – patient information leaflets, design + print, branded",NHS comms supplier,Works order / Agreement,"Print, Office & Corporate",Print & Managed Print,Managed Print Services,Managed Print Services (MPS),"Print, Office & Corporate > Print & Managed Print > Managed Print Services > Managed Print Services (MPS)",LOW,0.2937,0.0118,HUMAN_REVIEW,"Print, Office & Corporate",Print & Managed Print,Print Production,External Print Production,"Print, Office & Corporate > Print & Managed Print > Print Production > External Print Production",CORRECTED,"NHS patient information leaflets design and print is External Print Production, not Managed Print Services.","Print, Office & Corporate",Print & Managed Print,Print Production,External Print Production,"Print, Office & Corporate > Print & Managed Print > Print Production > External Print Production"
122,FCA financial promotions sign-off – annual compliance agency retainer,FCA compliance agency,Programme agreement,Finance & Insurance,Compliance & Regulatory,Regulatory Fees,FCA / Regulator Annual Fees,Finance & Insurance > Compliance & Regulatory > Regulatory Fees > FCA / Regulator Annual Fees,HIGH,0.4579,0.0736,HYBRID_RERANKING,Finance & Insurance,Compliance & Regulatory,Regulatory Fees,FCA / Regulator Annual Fees,Finance & Insurance > Compliance & Regulatory > Regulatory Fees > FCA / Regulator Annual Fees,APPROVED,Domain validation: confirmed FCA / Regulator Annual Fees correctly matches spend description.,Finance & Insurance,Compliance & Regulatory,Regulatory Fees,FCA / Regulator Annual Fees,Finance & Insurance > Compliance & Regulatory > Regulatory Fees > FCA / Regulator Annual Fees
123,"AIG – Directors & Officers liability insurance, annual renewal",AIG Insurance,Vendor invoice / PO,Finance & Insurance,Insurance,Financial Lines,Directors & Officers Insurance,Finance & Insurance > Insurance > Financial Lines > Directors & Officers Insurance,HIGH,0.52,0.0884,HYBRID_RERANKING,Finance & Insurance,Insurance,Financial Lines,Directors & Officers Insurance,Finance & Insurance > Insurance > Financial Lines > Directors & Officers Insurance,APPROVED,Domain validation: confirmed Directors & Officers Insurance correctly matches spend description.,Finance & Insurance,Insurance,Financial Lines,Directors & Officers Insurance,Finance & Insurance > Insurance > Financial Lines > Directors & Officers Insurance
124,"Euler Hermes – trade credit insurance, annual premium",Euler Hermes / Allianz,Vendor invoice / PO,Finance & Insurance,Insurance,Financial Lines,Credit & Trade Insurance,Finance & Insurance > Insurance > Financial Lines > Credit & Trade Insurance,HIGH,0.4059,0.0549,HYBRID_RERANKING,Finance & Insurance,Insurance,Financial Lines,Credit & Trade Insurance,Finance & Insurance > Insurance > Financial Lines > Credit & Trade Insurance,APPROVED,Domain validation: confirmed Credit & Trade Insurance correctly matches spend description.,Finance & Insurance,Insurance,Financial Lines,Credit & Trade Insurance,Finance & Insurance > Insurance > Financial Lines > Credit & Trade Insurance
125,"Aviva – employer liability insurance, annual renewal",Aviva,Vendor invoice / PO,Finance & Insurance,Insurance,Property & Casualty,Employers Liability Insurance,Finance & Insurance > Insurance > Property & Casualty > Employers Liability Insurance,HIGH,0.3878,0.0573,HYBRID_RERANKING,Finance & Insurance,Insurance,Property & Casualty,Employers Liability Insurance,Finance & Insurance > Insurance > Property & Casualty > Employers Liability Insurance,APPROVED,Domain validation: confirmed Employers Liability Insurance correctly matches spend description.,Finance & Insurance,Insurance,Property & Casualty,Employers Liability Insurance,Finance & Insurance > Insurance > Property & Casualty > Employers Liability Insurance
126,"AXA – commercial property insurance, 400-store estate",AXA Insurance,Vendor invoice / PO,Finance & Insurance,Insurance,Property & Casualty,Commercial Property Insurance,Finance & Insurance > Insurance > Property & Casualty > Commercial Property Insurance,HIGH,0.5369,0.1079,HYBRID_RERANKING,Finance & Insurance,Insurance,Property & Casualty,Commercial Property Insurance,Finance & Insurance > Insurance > Property & Casualty > Commercial Property Insurance,APPROVED,Domain validation: confirmed Commercial Property Insurance correctly matches spend description.,Finance & Insurance,Insurance,Property & Casualty,Commercial Property Insurance,Finance & Insurance > Insurance > Property & Casualty > Commercial Property Insurance
127,"Barclays Treasury – FX forward contracts, 12-month hedge premium",Barclays Treasury,Service contract / PO,Finance & Insurance,Banking & Treasury,Treasury,FX Hedging & Forward Contracts,Finance & Insurance > Banking & Treasury > Treasury > FX Hedging & Forward Contracts,HIGH,0.6029,0.1941,HYBRID_RERANKING,Finance & Insurance,Banking & Treasury,Treasury,FX Hedging & Forward Contracts,Finance & Insurance > Banking & Treasury > Treasury > FX Hedging & Forward Contracts,APPROVED,Domain validation: confirmed FX Hedging & Forward Contracts correctly matches spend description.,Finance & Insurance,Banking & Treasury,Treasury,FX Hedging & Forward Contracts,Finance & Insurance > Banking & Treasury > Treasury > FX Hedging & Forward Contracts
128,"Multiple LAs – business rates, 400-store estate, quarterly",Multiple local authorities,Service contract / PO,Non-Addressable,Statutory Payments,Property Taxes,Business Rates Payments,Non-Addressable > Statutory Payments > Property Taxes > Business Rates Payments,LOW,0.3355,0.0101,HUMAN_REVIEW,Non-Addressable,Statutory Payments,Property Taxes,Business Rates Payments,Non-Addressable > Statutory Payments > Property Taxes > Business Rates Payments,APPROVED,Domain validation: confirmed Business Rates Payments correctly matches spend description.,Non-Addressable,Statutory Payments,Property Taxes,Business Rates Payments,Non-Addressable > Statutory Payments > Property Taxes > Business Rates Payments
129,"FCA – annual authorisation fee, regulated firm",FCA,Service contract / PO,Finance & Insurance,Compliance & Regulatory,Regulatory Fees,FCA / Regulator Annual Fees,Finance & Insurance > Compliance & Regulatory > Regulatory Fees > FCA / Regulator Annual Fees,HIGH,0.504,0.2319,HYBRID_RERANKING,Finance & Insurance,Compliance & Regulatory,Regulatory Fees,FCA / Regulator Annual Fees,Finance & Insurance > Compliance & Regulatory > Regulatory Fees > FCA / Regulator Annual Fees,APPROVED,Domain validation: confirmed FCA / Regulator Annual Fees correctly matches spend description.,Finance & Insurance,Compliance & Regulatory,Regulatory Fees,FCA / Regulator Annual Fees,Finance & Insurance > Compliance & Regulatory > Regulatory Fees > FCA / Regulator Annual Fees
130,"HMRC – Climate Change Levy, quarterly, manufacturing sites",HMRC,Service contract / PO,Finance & Insurance,Taxes & Levies,Environmental Levies,Climate Change Levy,Finance & Insurance > Taxes & Levies > Environmental Levies > Climate Change Levy,LOW,0.4575,0.0144,HUMAN_REVIEW,Finance & Insurance,Taxes & Levies,Environmental Levies,Climate Change Levy,Finance & Insurance > Taxes & Levies > Environmental Levies > Climate Change Levy,APPROVED,Domain validation: confirmed Climate Change Levy correctly matches spend description.,Finance & Insurance,Taxes & Levies,Environmental Levies,Climate Change Levy,Finance & Insurance > Taxes & Levies > Environmental Levies > Climate Change Levy
131,"Zurich Insurance – environmental liability, contaminated land",Zurich Insurance,Works order / Agreement,Finance & Insurance,Insurance,Property & Casualty,Public Liability Insurance,Finance & Insurance > Insurance > Property & Casualty > Public Liability Insurance,LOW,0.4053,0.0111,HUMAN_REVIEW,Finance & Insurance,Insurance,Property & Casualty,Public Liability Insurance,Finance & Insurance > Insurance > Property & Casualty > Public Liability Insurance,APPROVED,Zurich Insurance environmental liability for contaminated land is specialized public liability insurance.,Finance & Insurance,Insurance,Property & Casualty,Public Liability Insurance,Finance & Insurance > Insurance > Property & Casualty > Public Liability Insurance
132,"NICE Actimize – AML platform, annual SaaS + professional services",NICE Actimize,Works order / Agreement,IT & Technology,Cloud & SaaS,SaaS,General SaaS Subscriptions,IT & Technology > Cloud & SaaS > SaaS > General SaaS Subscriptions,MEDIUM,0.3395,0.0261,HYBRID_RERANKING,Finance & Insurance,Compliance & Regulatory,Compliance Technology,AML & KYC Systems,Finance & Insurance > Compliance & Regulatory > Compliance Technology > AML & KYC Systems,CORRECTED,"NICE Actimize anti-money laundering platform is AML & KYC Systems, not General SaaS.",Finance & Insurance,Compliance & Regulatory,Compliance Technology,AML & KYC Systems,Finance & Insurance > Compliance & Regulatory > Compliance Technology > AML & KYC Systems
133,"Barclays / BNP Paribas – sustainability-linked RCF, margin fee",Barclays / BNP Paribas,Programme agreement,Professional Services,Management Consulting,Sustainability,Sustainability & ESG Advisory,Professional Services > Management Consulting > Sustainability > Sustainability & ESG Advisory,LOW,0.3084,0.0226,HUMAN_REVIEW,Finance & Insurance,Banking & Treasury,Banking Services,Banking Fees & Charges,Finance & Insurance > Banking & Treasury > Banking Services > Banking Fees & Charges,CORRECTED,"Barclays/BNP Paribas sustainability-linked revolving credit facility margin fee is Banking Fees & Charges, not ESG consulting.",Finance & Insurance,Banking & Treasury,Banking Services,Banking Fees & Charges,Finance & Insurance > Banking & Treasury > Banking Services > Banking Fees & Charges
134,"Worldpay – card acquiring fees + Visa/MC interchange, monthly",Worldpay / Visa / Mastercard,Programme agreement,Finance & Insurance,Compliance & Regulatory,Regulatory Fees,FCA / Regulator Annual Fees,Finance & Insurance > Compliance & Regulatory > Regulatory Fees > FCA / Regulator Annual Fees,LOW,0.2719,0.019,HUMAN_REVIEW,Finance & Insurance,Banking & Treasury,Banking Services,Banking Fees & Charges,Finance & Insurance > Banking & Treasury > Banking Services > Banking Fees & Charges,CORRECTED,"Worldpay card acquiring fees and Visa/Mastercard interchange are Banking Fees & Charges, not regulator fees.",Finance & Insurance,Banking & Treasury,Banking Services,Banking Fees & Charges,Finance & Insurance > Banking & Treasury > Banking Services > Banking Fees & Charges
135,"DHL Supply Chain – outbound pallets, next-day network, 2,000/week",DHL Supply Chain,Vendor invoice / PO,Logistics & Supply Chain,Courier & Parcel,Last Mile,Last Mile & Home Delivery,Logistics & Supply Chain > Courier & Parcel > Last Mile > Last Mile & Home Delivery,LOW,0.3885,0.0093,HUMAN_REVIEW,Logistics & Supply Chain,Freight & Transport,Road Freight,Domestic Road Freight,Logistics & Supply Chain > Freight & Transport > Road Freight > Domestic Road Freight,CORRECTED,"DHL Supply Chain pallet distribution network is Domestic Road Freight, not parcel last-mile delivery.",Logistics & Supply Chain,Freight & Transport,Road Freight,Domestic Road Freight,Logistics & Supply Chain > Freight & Transport > Road Freight > Domestic Road Freight
